city,state,latitude,longitude,population,msa,new_msa
los teques,miranda,10.34447,-67.04325,140617,,venezuela__distrito federal__caracas__MSA
san antonio de los altos,miranda,10.38853,-66.95179,63873,,venezuela__distrito federal__caracas__MSA
cabimas,zulia,10.39907,-71.45206,291147,,venezuela__zulia__maracaibo__MSA
caballito,lara,9.7436,-69.2565,0,,venezuela__lara__barquisimeto__MSA
lagunillas,zulia,10.13008,-71.25946,44257,,venezuela__zulia__maracaibo__MSA
guatire,miranda,10.474,-66.54241,227666,,venezuela__distrito federal__caracas__MSA
puerto la cruz,anzoategui,10.21382,-64.6328,370000,,venezuela__anzoategui__barcelona__MSA
sabaneta,barinas,8.75234,-69.93351,39493,,venezuela__barinas__barinas__MSA
porlamar,nueva esparta,10.95771,-63.86971,216234,,venezuela__nueva esparta__porlamar__MSA
ciudad guayana,bolivar,8.35122,-62.64102,950052,,venezuela__bolivar__ciudad guayana__MSA
cagua,aragua,10.18634,-67.45935,119033,,venezuela__distrito federal__caracas__MSA
ciudad bolivar,bolivar,8.12923,-63.54086,431481,,venezuela__bolivar__ciudad bolivar__MSA
coro,falcon,11.4045,-69.67344,246657,,venezuela__falcon__coro__MSA
naguanagua,carabobo,10.2533,-68.0131,0,,venezuela__aragua__maracay__MSA
la guaira,vargas,10.60156,-66.93293,25259,,venezuela__distrito federal__caracas__MSA
san juan bautista,nueva esparta,11.01422,-63.94383,90387,,venezuela__nueva esparta__porlamar__MSA
chuao,aragua,10.4922,-67.528,0,,venezuela__distrito federal__caracas__MSA
puerto cabello,carabobo,10.47306,-68.0125,174000,,venezuela__aragua__maracay__MSA
guacara,carabobo,10.22609,-67.877,198883,,venezuela__aragua__maracay__MSA
ciudad ojeda,zulia,10.20161,-71.3148,156957,,venezuela__zulia__maracaibo__MSA
acarigua,portuguesa,9.55451,-69.19564,188278,,venezuela__lara__barquisimeto__MSA
baruta,miranda,10.43424,-66.87558,244216,,venezuela__distrito federal__caracas__MSA
san diego,carabobo,10.2558,-67.9539,187215,,venezuela__aragua__maracay__MSA
lecherias,anzoategui,10.19167,-64.69207,47778,,venezuela__anzoategui__barcelona__MSA
guarenas,miranda,10.47027,-66.61934,248588,,venezuela__distrito federal__caracas__MSA
barquisimeto,lara,10.0647,-69.35703,1114097,,venezuela__lara__barquisimeto__MSA
barinas,barinas,8.62261,-70.20749,353442,,venezuela__barinas__barinas__MSA
punto fijo,falcon,11.69152,-70.19918,141729,,venezuela__falcon__coro__MSA
barcelona,anzoategui,10.13625,-64.68618,506016,,venezuela__anzoategui__barcelona__MSA
trujillo,trujillo,9.36583,-70.43694,71362,,venezuela__trujillo__valera__MSA
san cristobal,tachira,7.76694,-72.225,289852,,venezuela__tachira__san cristobal__MSA
maracay,aragua,10.23535,-67.59113,1754256,,venezuela__aragua__maracay__MSA
caracas,distrito federal,10.48801,-66.87919,3000000,,venezuela__distrito federal__caracas__MSA
merida,merida,8.58972,-71.15611,300000,,venezuela__merida__merida__MSA
anaco,anzoategui,9.42958,-64.46428,139397,,venezuela__anzoategui__el tigre__MSA
el tigre,anzoategui,8.88902,-64.2527,222450,,venezuela__anzoategui__el tigre__MSA
san felipe,yaracuy,10.33991,-68.74247,206270,,venezuela__lara__barquisimeto__MSA
la victoria,aragua,10.22677,-67.33122,126721,,venezuela__distrito federal__caracas__MSA
maturin,monagas,9.74569,-63.18323,529376,,venezuela__monagas__maturin__MSA
valera,trujillo,9.31778,-70.60361,244708,,venezuela__trujillo__valera__MSA
maracaibo,zulia,10.66663,-71.61245,2225000,,venezuela__zulia__maracaibo__MSA
yehud,central district,32.03317,34.89091,25600,,israel__haifa__haifa__MSA
ness ziona,central district,31.92933,34.79868,50351,,israel__haifa__haifa__MSA
yoqne am illit,northern district,32.65385,35.10382,23796,,israel__haifa__haifa__MSA
netanya,central,32.3328,34.86,217244,,israel__haifa__haifa__MSA
rosh pinna,northern district,32.96894,35.54258,3148,,israel__haifa__haifa__MSA
rosh ha ayin,central district,32.09556,34.95664,61801,,israel__haifa__haifa__MSA
petah tiqva,central district,32.08707,34.88747,247956,,israel__haifa__haifa__MSA
holon,tel aviv,32.0167,34.7667,188834,,israel__haifa__haifa__MSA
ariel,judea and samaria area,32.1065,35.18449,17668,,israel__haifa__haifa__MSA
rehovot,central district,31.89421,34.81199,143904,,israel__haifa__haifa__MSA
ashkelon,southern district,31.66926,34.57149,144073,,israel__jerusalem__jerusalem__MSA
nazareth,northern district,32.70056,35.29722,64800,,israel__haifa__haifa__MSA
ramat gan,tel aviv,32.08227,34.81065,163301,,israel__haifa__haifa__MSA
ra anana,central district,32.1836,34.87386,75421,,israel__haifa__haifa__MSA
kfar saba,central district,32.175,34.90694,110456,,israel__haifa__haifa__MSA
bet shemesh,jerusalem,31.73072,34.99293,124957,,israel__jerusalem__jerusalem__MSA
pardes hanna karkur,haifa,32.4711,34.9675,15900,,israel__haifa__haifa__MSA
shoham,central,31.9987,34.9456,0,,israel__haifa__haifa__MSA
yoqneam,northern district,32.65497,35.11381,1398,,israel__haifa__haifa__MSA
omer,southern,31.2683,34.8489,7339,,israel__jerusalem__jerusalem__MSA
hod hasharon,central district,32.15934,34.8932,63175,,israel__haifa__haifa__MSA
qiryat bialik,haifa,32.8275,35.08583,40231,,israel__haifa__haifa__MSA
ashqelon,southern,31.6658,34.5664,134454,,israel__jerusalem__jerusalem__MSA
giv at shemu el,central,32.0781,34.8489,25298,,israel__haifa__haifa__MSA
sederot,southern,31.5261,34.5939,23090,,israel__jerusalem__jerusalem__MSA
givatayim,tel aviv,32.07225,34.81253,60644,,israel__haifa__haifa__MSA
bnei brak,tel aviv,32.08074,34.8338,204639,,israel__haifa__haifa__MSA
tirat karmel,haifa,32.76021,34.97183,23112,,israel__haifa__haifa__MSA
kiryat gat,southern district,31.60998,34.76422,57105,,israel__jerusalem__jerusalem__MSA
yavne,central district,31.87808,34.73983,47585,,israel__jerusalem__jerusalem__MSA
kiryat ono,tel aviv,32.06124,34.85618,39986,,israel__haifa__haifa__MSA
beersheba,southern district,31.25181,34.7913,186600,,israel__jerusalem__jerusalem__MSA
ra ananna,central,32.1833,34.8667,74000,,israel__haifa__haifa__MSA
petah tiqwa,central,32.0833,34.8833,236169,,israel__haifa__haifa__MSA
ramla,central district,31.92923,34.86563,63860,,israel__haifa__haifa__MSA
rishon letsiyyon,central district,31.97102,34.78939,220492,,israel__haifa__haifa__MSA
dalton,northern district,33.01635,35.48902,862,,israel__haifa__haifa__MSA
h emed,central district,32.0159,34.84284,1316,,israel__haifa__haifa__MSA
rehovot,central,31.8914,34.8078,132671,,israel__haifa__haifa__MSA
karmiel,northern,32.9,35.2833,45300,,israel__haifa__haifa__MSA
modi in makkabbim re ut,central district,31.89385,35.01504,93277,,israel__haifa__haifa__MSA
hamra,saxony anhalt,32.2,35.4167,0,,israel__haifa__haifa__MSA
nesher,haifa,32.76622,35.04425,24148,,israel__haifa__haifa__MSA
afula,northern,32.6078,35.2897,44930,,israel__haifa__haifa__MSA
lod,central district,31.9467,34.8903,77223,,israel__haifa__haifa__MSA
or yehuda,tel aviv,32.02923,34.85788,36813,,israel__haifa__haifa__MSA
caesarea,haifa,32.51888,34.90459,5343,,israel__haifa__haifa__MSA
herzliya,tel aviv,32.16627,34.82536,97470,,israel__haifa__haifa__MSA
tel aviv yafo,tel aviv,32.08,34.78,451523,,israel__haifa__haifa__MSA
hadera,haifa,32.44192,34.9039,97335,,israel__haifa__haifa__MSA
jerusalem,jerusalem,31.76904,35.21633,801000,,israel__jerusalem__jerusalem__MSA
tel aviv,tel aviv,32.08088,34.78057,432892,,israel__haifa__haifa__MSA
ashdod,southern district,31.79213,34.64966,224656,,israel__jerusalem__jerusalem__MSA
netanya,central district,32.33291,34.85992,224471,,israel__haifa__haifa__MSA
ramat hasharon,tel aviv,32.14613,34.8394,47245,,israel__haifa__haifa__MSA
yavne,central,31.8808,34.7384,0,,israel__jerusalem__jerusalem__MSA
nahariyya,northern district,33.00892,35.09814,58096,,israel__haifa__haifa__MSA
ramla,central,31.9318,34.8736,75500,,israel__haifa__haifa__MSA
tiberias,northern district,32.79221,35.53124,44779,,israel__haifa__haifa__MSA
akko,northern,32.9261,35.0839,47675,,israel__haifa__haifa__MSA
kefar sava,central,32.1858,34.9077,100800,,israel__haifa__haifa__MSA
qiryat gat,southern,31.6061,34.7717,55000,,israel__jerusalem__jerusalem__MSA
karmi el,northern district,32.91708,35.30501,46252,,israel__haifa__haifa__MSA
migdal ha emeq,northern district,32.67597,35.23986,25675,,israel__haifa__haifa__MSA
kinneret,northern district,32.72264,35.5662,686,,israel__haifa__haifa__MSA
haifa,haifa,32.58333,35.0,926700,,israel__haifa__haifa__MSA
nes ziyyona,central,31.9333,34.8,50200,,israel__haifa__haifa__MSA
lod,central,31.95,34.9,75700,,israel__haifa__haifa__MSA
bat yam,tel aviv,32.02379,34.75185,129012,,israel__haifa__haifa__MSA
qiryat shemona,northern,33.2075,35.5697,23076,,israel__northern__NONMETROPOLITAN AREA
eilat,southern district,29.55805,34.94821,52299,,israel__southern district__NONMETROPOLITAN AREA
spisska nova ves,kosicky kraj,48.94464,20.56153,39195,,slovakia__kosicky kraj__kosice__MSA
dunajska streda,trnava,47.99268,17.61211,22730,,slovakia__bratislavsky kraj__bratislava__MSA
nove zamky,nitriansky kraj,47.98544,18.16195,37899,,slovakia__bratislavsky kraj__bratislava__MSA
hlohovec,trnava,48.43174,17.8031,23930,,slovakia__bratislavsky kraj__bratislava__MSA
malacky,bratislavsky kraj,48.43604,17.02188,17773,,slovakia__bratislavsky kraj__bratislava__MSA
povazska bystrica,trenciansky kraj,49.12153,18.42169,43936,,slovakia__banskobystricky kraj__banska bystrica__MSA
piestany,trnava,48.59479,17.82591,30000,,slovakia__bratislavsky kraj__bratislava__MSA
presov,presovsky kraj,48.99839,21.23393,94718,,slovakia__kosicky kraj__kosice__MSA
pezinok,bratislavsky kraj,48.28986,17.26664,21343,,slovakia__bratislavsky kraj__bratislava__MSA
puchov,trenciansky kraj,49.12494,18.32597,18833,,slovakia__banskobystricky kraj__banska bystrica__MSA
ruzomberok,zilinsky kraj,49.0748,19.30751,30806,,slovakia__banskobystricky kraj__banska bystrica__MSA
levice,nitriansky kraj,48.21563,18.60705,37574,,slovakia__banskobystricky kraj__banska bystrica__MSA
senec,bratislavsky kraj,48.21951,17.40043,14673,,slovakia__bratislavsky kraj__bratislava__MSA
mochovce,nitriansky,48.2615,18.449,0,,slovakia__banskobystricky kraj__banska bystrica__MSA
galanta,trnava,48.19001,17.72747,15013,,slovakia__bratislavsky kraj__bratislava__MSA
martin,zilinsky kraj,49.06651,18.92399,54618,,slovakia__banskobystricky kraj__banska bystrica__MSA
prievidza,trenciansky kraj,48.77446,18.6275,52987,,slovakia__banskobystricky kraj__banska bystrica__MSA
zvolen,banskobystricky kraj,48.57442,19.15324,44502,,slovakia__banskobystricky kraj__banska bystrica__MSA
trencin,trenciansky kraj,48.89452,18.04436,58278,,slovakia__trenciansky kraj__trencin__MSA
nitra,nitriansky kraj,48.30763,18.08453,86329,,slovakia__bratislavsky kraj__bratislava__MSA
trnava,trnava,48.37741,17.58723,69785,,slovakia__bratislavsky kraj__bratislava__MSA
bratislava,bratislavsky kraj,48.14816,17.10674,423737,,slovakia__bratislavsky kraj__bratislava__MSA
kosice,kosicky kraj,48.71395,21.25808,236563,,slovakia__kosicky kraj__kosice__MSA
poprad,presovsky kraj,49.06144,20.29798,57431,,slovakia__kosicky kraj__kosice__MSA
nove mesto nad vahom,trenciansky kraj,48.75763,17.8309,21527,,slovakia__trenciansky kraj__trencin__MSA
dubnica nad vahom,trenciansky kraj,48.95981,18.16634,23762,,slovakia__banskobystricky kraj__banska bystrica__MSA
banska bystrica,banskobystricky kraj,48.73946,19.15349,82336,,slovakia__banskobystricky kraj__banska bystrica__MSA
skalica,trnava,48.8449,17.22635,15013,,slovakia__trnava__NONMETROPOLITAN AREA
senica,trnava,48.67922,17.36697,21741,,slovakia__trnava__NONMETROPOLITAN AREA
liptovsky mikulas,zilinsky kraj,49.08061,19.62218,31194,,slovakia__zilinsky kraj__NONMETROPOLITAN AREA
michalovce,kosicky kraj,48.75434,21.9195,40360,,slovakia__kosicky kraj__NONMETROPOLITAN AREA
campina,prahova,45.12619,25.73496,41554,,romania__arges__pitesti__MSA
medias,sibiu,46.16667,24.35,53040,,romania__sibiu__sibiu__MSA
roman,neamt,46.92119,26.92646,67819,,romania__neamt__piatra neamt__MSA
sebes,alba,45.95646,23.571,27246,,romania__sibiu__sibiu__MSA
blaj,alba,46.17508,23.91578,20371,,romania__sibiu__sibiu__MSA
petrosani,hunedoara,45.41667,23.36667,44187,,romania__sibiu__sibiu__MSA
barlad,vaslui,46.23175,27.66907,67818,,romania__vrancea__focsani__MSA
jebel,timis,45.55556,21.21361,5298,,romania__caras severin__resita__MSA
varias,timis,46.01667,20.95,6054,,romania__arad__arad__MSA
picu,gorj,44.59412,23.44413,444,,romania__dolj__craiova__MSA
resita,caras severin,45.30083,21.88917,81228,,romania__caras severin__resita__MSA
buftea,ilfov,44.56139,25.94889,20691,,romania__bucuresti__bucharest__MSA
constanta,constanta,44.18073,28.63432,303399,,romania__constanta__constanta__MSA
otopeni,ilfov,44.55,26.06667,10332,,romania__bucuresti__bucharest__MSA
baia mare,maramures,47.65729,23.56808,136553,,romania__maramures__baia mare__MSA
sfantu gheorghe,covasna,45.86667,25.78333,60677,,romania__covasna__sfantu gheorghe__MSA
curtea de arges,arges,45.13422,24.67409,32178,,romania__arges__pitesti__MSA
targu jiu,gorj,45.05,23.28333,97179,,romania__mehedinti__drobeta turnu severin__MSA
lugoj,timis,45.68861,21.90306,43243,,romania__arad__arad__MSA
dej,cluj,47.15,23.86667,38033,,romania__cluj__cluj napoca__MSA
craiova,dolj,44.31667,23.8,304142,,romania__dolj__craiova__MSA
ploiesti,prahova,44.95,26.01667,228851,,romania__bucuresti__bucharest__MSA
bistrita,bistrita nasaud,47.13316,24.50011,81318,,romania__cluj__cluj napoca__MSA
ramnicu valcea,valcea,45.1,24.36667,107558,,romania__sibiu__sibiu__MSA
piatra neamt,neamt,46.91667,26.33333,102688,,romania__neamt__piatra neamt__MSA
reghin,mures,46.7758,24.7083,33281,,romania__mures__reghin__MSA
sector 6,bucuresti,44.43579,26.01649,367760,,romania__bucuresti__bucharest__MSA
miercurea ciuc,harghita,46.35,25.8,41282,,romania__neamt__piatra neamt__MSA
neudorf,arad,46.0696,21.61899,1020,,romania__arad__arad__MSA
ghimbav,brasov,45.66667,25.5,4967,,romania__covasna__sfantu gheorghe__MSA
turda,cluj,46.56667,23.78333,54586,,romania__cluj__cluj napoca__MSA
pipera,ilfov,44.5,26.1333,0,,romania__bucuresti__bucharest__MSA
targu mures,mures,46.54245,24.55747,146863,,romania__cluj__cluj napoca__MSA
sibiu,sibiu,45.78428,24.14383,412750,,romania__sibiu__sibiu__MSA
arad,arad,46.33333,21.75,453329,,romania__arad__arad__MSA
bucharest,bucuresti,44.43225,26.10626,1877155,,romania__bucuresti__bucharest__MSA
timisoara,timis,45.75372,21.22571,315053,,romania__arad__arad__MSA
oradea,bihor,47.0458,21.91833,206614,,romania__arad__arad__MSA
cluj napoca,cluj,46.76667,23.6,316748,,romania__cluj__cluj napoca__MSA
pitesti,arges,44.85,24.86667,167669,,romania__arges__pitesti__MSA
alba iulia,alba,46.06667,23.58333,66085,,romania__sibiu__sibiu__MSA
slatina,olt,44.43333,24.36667,78988,,romania__dolj__craiova__MSA
focsani,vrancea,45.7,27.18333,77313,,romania__vrancea__focsani__MSA
drobeta turnu severin,mehedinti,44.62693,22.65288,102346,,romania__mehedinti__drobeta turnu severin__MSA
targoviste,dambovita,44.92543,25.4567,88435,,romania__bucuresti__bucharest__MSA
mangalia,constanta,43.8,28.58333,39619,,romania__constanta__constanta__MSA
zalau,salaj,47.2,23.05,63232,,romania__cluj__cluj napoca__MSA
mioveni,arges,44.95905,24.94198,29062,,romania__arges__pitesti__MSA
negri,bacau,46.7,26.96667,3101,,romania__neamt__piatra neamt__MSA
deva,hunedoara,45.88333,22.9,67802,,romania__hunedoara__deva__MSA
voluntari,ilfov,44.49002,26.17338,30323,,romania__bucuresti__bucharest__MSA
cernavoda,constanta,44.33957,28.03273,18502,,romania__constanta__NONMETROPOLITAN AREA
onesti,bacau,46.25,26.7667,39172,,romania__bacau__NONMETROPOLITAN AREA
odorheiu secuiesc,harghita,46.3,25.3,36532,,romania__harghita__NONMETROPOLITAN AREA
slobozia,ialomita,44.5647,27.3633,52710,,romania__ialomita__NONMETROPOLITAN AREA
kitgum,northern region,3.27833,32.88667,56891,,uganda__northern region__kitgum__MSA
mbarara,western region,-0.60467,30.64851,97500,,uganda__western region__mbarara__MSA
mbale,eastern region,1.08209,34.17503,76493,,uganda__eastern region__mbale__MSA
wakiso,central region,0.40444,32.45944,20530,,uganda__central region__kampala__MSA
jinja,eastern region,0.43902,33.20317,93061,,uganda__central region__kampala__MSA
arua,northern region,3.02013,30.91105,55585,,uganda__northern region__arua__MSA
ntinda,kampala,0.3495,32.6158,0,,uganda__central region__kampala__MSA
gulu,northern region,2.77457,32.29899,146858,,uganda__northern region__gulu__MSA
kasese,western region,0.18333,30.08333,67269,,uganda__western region__kasese__MSA
masaka,central region,-0.33379,31.73409,65373,,uganda__central region__masaka__MSA
iganga,eastern region,0.60917,33.46861,45024,,uganda__eastern region__iganga__MSA
lira,northern region,2.2499,32.89985,119323,,uganda__northern region__lira__MSA
kampala,central region,0.31628,32.58219,1353189,,uganda__central region__kampala__MSA
soroti,eastern region,1.71464,33.61113,56400,,uganda__eastern region__soroti__MSA
mukono,central region,0.35333,32.75528,67290,,uganda__central region__kampala__MSA
entebbe,central region,0.05621,32.47949,62969,,uganda__central region__kampala__MSA
bugolobi,kampala,0.3102,32.6229,0,,uganda__central region__kampala__MSA
monde,buikwe,0.3391,32.9983,0,,uganda__central region__kampala__MSA
fort portal,western region,0.66174,30.2748,42670,,uganda__western region__NONMETROPOLITAN AREA
apac,northern region,1.97556,32.53861,11776,,uganda__northern region__NONMETROPOLITAN AREA
kabale,western region,-1.24857,29.98993,43500,,uganda__western region__NONMETROPOLITAN AREA
hoima,western region,1.43314,31.35241,39625,,uganda__western region__NONMETROPOLITAN AREA
tororo,eastern region,0.69299,34.18085,40400,,uganda__eastern region__NONMETROPOLITAN AREA
mityana,central region,0.4175,32.02278,41131,,uganda__central region__NONMETROPOLITAN AREA
moroto,northern region,2.53453,34.66659,10300,,uganda__northern region__NONMETROPOLITAN AREA
sainte suzanne,reunion,-20.90616,55.60788,20530,,reunion__reunion__saint denis__MSA
sainte marie,reunion,-20.89686,55.55056,31636,,reunion__reunion__saint denis__MSA
le port,reunion,-20.93752,55.29415,40771,,reunion__reunion__saint denis__MSA
saint louis,reunion,-21.28585,55.41124,47881,St. Louis MO-IL MSA,reunion__reunion__saint denis__MSA
saint leu,reunion,-21.17059,55.28824,28278,,reunion__reunion__saint denis__MSA
saint andre,reunion,-20.96333,55.65031,48674,,reunion__reunion__saint denis__MSA
le cap,bissau,-21.2548,55.3828,0,,reunion__reunion__saint denis__MSA
saint benoit,reunion,-21.03795,55.71546,35310,,reunion__reunion__saint denis__MSA
saint joseph,reunion,-21.3777,55.61691,33694,,reunion__reunion__saint denis__MSA
saint pierre,reunion,-21.3393,55.47811,76655,,reunion__reunion__saint denis__MSA
la possession,reunion,-20.92909,55.3348,26865,,reunion__reunion__saint denis__MSA
le tampon,reunion,-21.2766,55.51766,69986,,reunion__reunion__saint denis__MSA
